threshold,min_area,true_positive,false_positive,false_negative,precision,recall,f1
0.88,1,57075,2690,30909,0.9549903789843553,0.6486974904528096,0.7725940615503321
0.88,2,54058,1413,33926,0.9745272304447369,0.6144071649390799,0.7536579415147607
0.88,3,50090,911,37894,0.9821376051449972,0.5693080560101836,0.7207972083318344
0.89,1,56941,2635,31043,0.9557707801799382,0.647174486270231,0.7717674166440771
0.89,2,53901,1380,34083,0.975036631030553,0.6126227495908347,0.7524657103968172
0.89,3,49881,887,38103,0.9825283643239836,0.5669326241134752,0.718995041512915
0.9,1,56714,2530,31270,0.9572952535277834,0.6445944717221312,0.7704241041106311
0.9,2,53639,1336,34345,0.9756980445657117,0.6096449354428077,0.7504109569876678
0.9,3,49596,862,38388,0.9829164849974236,0.5636933987997818,0.7164877710521373
0.91,1,56484,2397,31500,0.9592907729148622,0.6419803600654664,0.7691962005923807
0.91,2,53371,1266,34613,0.9768288888482164,0.6065989270776505,0.7484311567020285
0.91,3,49209,797,38775,0.9840619125704916,0.5592948717948718,0.7132255960576853
0.92,1,56314,2299,31670,0.9607766195212666,0.6400481905801054,0.7682831162984235
0.92,2,53128,1226,34856,0.9774441623431578,0.6038370612838698,0.7465047984375219
0.92,3,48919,772,39065,0.9844639874423939,0.5559988179669031,0.7106446341020519
0.93,1,55997,2171,31987,0.9626770733049099,0.63644526277505,0.766284416224205
0.93,2,52706,1163,35278,0.9784105886502441,0.5990407346790325,0.7431073012202772
0.93,3,48428,722,39556,0.9853102746693795,0.5504182578650664,0.706287281053568
0.94,1,55731,2070,32253,0.9641874708050033,0.6334219858156028,0.76456425558185
0.94,2,52350,1115,35634,0.9791452352005985,0.5949945444626296,0.7401961130866955
0.94,3,48015,693,39969,0.9857723577235772,0.5457242225859247,0.702528311825125
0.95,1,55211,1902,32773,0.9666975994957365,0.6275118203309693,0.7610219370490087
0.95,2,51715,1049,36269,0.9801190205443105,0.5877773231496636,0.7348594651433767
0.95,3,47235,654,40749,0.9863434191568001,0.5368589743589743,0.6952816232805634
